query_stream_id;query_id;start;relative_start;query_duration;query_duration_with_queue;start_delay;;query_stream_id;query_id;start;relative_start;query_duration;query_duration_with_queue;start_delay
2;5;1733228991638;318459;3631;6425;1;;2;5;1733303899242;318458;2807;5074;0
2;14;1733228997891;324712;580;1177;0;;2;14;1733303905496;324712;675;918;0
2;1;1733229012486;339307;992;1637;0;;2;1;1733303920091;339307;1358;2283;0
2;15;1733229012803;339624;1378;3265;0;;2;15;1733303920408;339624;1792;4805;0
2;8;1733229047156;373977;1409;2309;0;;2;8;1733303954762;373978;967;1474;1
2;7;1733229072435;399256;1281;2246;0;;2;7;1733303980041;399257;1358;2181;1
2;6;1733229118601;445422;328;518;0;;2;6;1733304026206;445422;419;627;0
2;16;1733229123118;449939;1237;1883;0;;2;16;1733304030723;449939;1440;2076;0
2;9;1733229137175;463996;1545;2729;1;;2;9;1733304044779;463995;1880;2895;0
2;18;1733229165134;491955;1065;1974;0;;2;18;1733304072739;491955;2090;3170;0
2;21;1733229191873;518694;4370;7952;0;;2;21;1733304099478;518694;3774;5832;0
2;2;1733229230845;557666;1309;2201;0;;2;2;1733304138450;557666;1077;1836;0
2;16;1733229243937;570758;862;1462;0;;2;16;1733304151542;570758;1278;1896;0
2;7;1733229266330;593151;2041;3390;0;;2;7;1733304173935;593151;1139;1855;0
2;19;1733229268461;595282;1023;2626;1;;2;19;1733304176066;595282;908;1261;1
2;5;1733229278522;605343;2876;5624;0;;2;5;1733304186128;605344;3163;5097;1
2;19;1733229292184;619005;321;700;1;;2;19;1733304199788;619004;285;506;0
2;6;1733229297498;624319;319;569;0;;2;6;1733304205103;624319;449;661;0
2;10;1733229303414;630235;1197;2406;0;;2;10;1733304211019;630235;1235;1993;0
2;4;1733229339605;666426;1584;2885;0;;2;4;1733304247210;666426;1226;2168;0
2;9;1733229362409;689230;1425;2549;1;;2;9;1733304270013;689229;1602;2547;0
2;18;1733229400875;727696;2059;3252;0;;2;18;1733304308480;727696;2234;3318;0
2;2;1733229403429;730250;848;2478;0;;2;2;1733304311103;730319;1048;2564;69
2;17;1733229406822;733643;1441;2395;0;;2;17;1733304314428;733644;1882;3479;1
2;15;1733229412282;739103;1055;1955;0;;2;15;1733304319887;739103;1483;2451;0
2;16;1733229446235;773056;3386;4153;0;;2;16;1733304353840;773056;1340;1968;0
2;15;1733229451652;778473;3679;6446;0;;2;15;1733304359257;778473;1221;2687;0
2;4;1733229454860;781681;1595;6347;0;;2;4;1733304362465;781681;1181;2133;0
2;7;1733229459895;786716;1287;3664;0;;2;7;1733304367500;786716;1356;2055;0
2;8;1733229479304;806125;1469;2441;0;;2;8;1733304386909;806125;953;1448;0
2;10;1733229519524;846345;1419;2531;0;;2;10;1733304427129;846345;1140;1975;0
2;22;1733229527388;854209;1800;3510;0;;2;22;1733304434993;854209;681;1238;0
2;1;1733229560456;887277;1951;2685;0;;2;1;1733304468061;887277;1266;2129;0
2;22;1733229592877;919698;1133;1980;0;;2;22;1733304500482;919698;609;1173;0
2;21;1733229598825;925646;3206;6172;1;;2;21;1733304506430;925646;3393;5389;1
2;12;1733229617315;944136;1950;3593;0;;2;12;1733304524921;944137;1196;2024;1
2;13;1733229620712;947533;1303;2432;0;;2;13;1733304528317;947533;1077;1874;0
2;19;1733229631953;958774;561;1024;0;;2;19;1733304539558;958774;574;913;0
2;10;1733229672736;999557;1794;2923;1;;2;10;1733304580340;999556;1097;1926;0
2;8;1733229681393;1008214;1144;2171;1;;2;8;1733304588997;1008213;936;1418;0
2;3;1733229730534;1057355;2204;3802;0;;2;3;1733304638139;1057355;1945;3316;0
2;22;1733229734135;1060956;983;2012;0;;2;16;1733304641393;1060609;1237;1896;0
2;16;1733229733788;1060609;1052;4003;0;;2;22;1733304641741;1060957;708;2855;1
2;16;1733229764168;1090989;891;1608;0;;2;16;1733304671773;1090989;789;1716;0
2;16;1733229775590;1102411;3495;6359;0;;2;16;1733304683195;1102411;798;1427;0
2;6;1733229777200;1104021;1664;7067;0;;2;6;1733304684805;1104021;325;506;0
2;22;1733229785955;1112776;1067;1946;0;;2;22;1733304693560;1112776;619;1157;0
2;2;1733229796555;1123376;1080;1925;0;;2;2;1733304704160;1123376;1014;1753;0
2;1;1733229833065;1159886;835;1607;0;;2;1;1733304740670;1159886;1237;2140;0
2;23;1733229871252;1198073;625;681;1;;2;23;1733304778856;1198072;841;895;0
2;13;1733229901556;1228377;1065;2039;0;;2;13;1733304809161;1228377;1059;1848;0
2;17;1733229942609;1269430;951;1768;0;;2;17;1733304850214;1269430;2012;3159;0
2;18;1733229971518;1298339;1026;1897;0;;2;18;1733304879123;1298339;2083;3778;0
2;9;1733230005922;1332743;1706;3149;0;;2;9;1733304913528;1332744;1425;2338;1
2;7;1733230014844;1341665;2293;3851;0;;2;7;1733304922450;1341666;1215;1912;1
2;22;1733230038286;1365107;1181;2140;0;;2;22;1733304945891;1365107;706;1285;0
2;20;1733230040273;1367094;1576;2837;0;;2;20;1733304947878;1367094;1972;3100;0
2;2;1733230044162;1370983;899;1744;0;;2;2;1733304951767;1370983;1061;1797;0
2;15;1733230052446;1379267;1234;1975;0;;2;15;1733304960051;1379267;1506;2896;0
2;11;1733230062770;1389591;784;1413;0;;2;11;1733304970375;1389591;857;1550;0
2;4;1733230069745;1396566;1358;2702;0;;2;4;1733304977350;1396566;1126;2087;0
2;10;1733230091901;1418722;1535;2911;0;;2;10;1733304999506;1418722;1148;1962;0
2;14;1733230123404;1450225;612;2331;0;;2;14;1733305031009;1450225;741;1018;0
2;20;1733230145579;1472400;1280;2401;1;;2;20;1733305053183;1472399;1636;3260;0
2;10;1733230154507;1481328;1098;2234;1;;2;10;1733305062111;1481327;821;1541;0
2;20;1733230158380;1485201;1206;2156;0;;2;20;1733305065985;1485201;1356;2497;0
2;4;1733230195225;1522046;1836;3192;0;;2;4;1733305102830;1522046;1085;2007;0
2;15;1733230200821;1527642;672;1210;1;;2;15;1733305108425;1527641;1763;2885;0
2;4;1733230206985;1533806;1463;2762;0;;2;4;1733305114590;1533806;1029;1949;0
2;2;1733230237694;1564515;729;1487;1;;2;2;1733305145299;1564515;1029;1749;1
2;3;1733230279925;1606746;1595;3084;0;;2;3;1733305187531;1606747;2004;3309;1
2;4;1733230309545;1636366;1453;2747;0;;2;4;1733305217151;1636367;1023;1901;1
2;8;1733230321237;1648058;1045;1939;0;;2;8;1733305228842;1648058;1017;1481;0
2;1;1733230332018;1658839;1390;2409;0;;2;1;1733305239623;1658839;1246;2119;0
2;3;1733230377592;1704413;1571;3220;0;;2;3;1733305285197;1704413;1865;3257;0
2;16;1733230379977;1706798;994;2478;0;;2;16;1733305287582;1706798;1614;3068;0
2;8;1733230401575;1728396;1096;2030;0;;2;8;1733305309180;1728396;450;815;0
2;11;1733230440345;1767166;779;1380;0;;2;11;1733305347950;1767166;787;1484;0
2;6;1733230446568;1773389;285;473;0;;2;6;1733305354174;1773390;502;645;1
2;2;1733230469782;1796603;910;1785;0;;2;2;1733305377387;1796603;976;1691;0
2;2;1733230491543;1818364;862;1666;0;;2;2;1733305399148;1818364;690;1383;0
2;11;1733230492959;1819780;718;1468;0;;2;11;1733305400564;1819780;567;1067;0
2;4;1733230494327;1821148;1396;2769;0;;2;4;1733305401932;1821148;1138;2073;0
2;9;1733230525785;1852606;1646;3520;0;;2;9;1733305433390;1852606;1543;2476;0
2;17;1733230547355;1874176;848;1831;0;;2;17;1733305454960;1874176;1830;3002;0
2;8;1733230594814;1921635;727;1607;43;;2;8;1733305502376;1921592;961;1424;0
2;4;1733230635573;1962394;1421;2697;0;;2;4;1733305543178;1962394;1028;1918;0
2;20;1733230641700;1968521;1351;2677;1;;2;20;1733305549304;1968520;1891;3017;0
2;8;1733230670048;1996869;1183;2019;0;;2;8;1733305577654;1996870;470;846;1
2;7;1733230684652;2011473;2542;4800;0;;2;7;1733305592257;2011473;1165;1864;0
2;8;1733230689785;2016606;2933;3569;0;;2;8;1733305597390;2016606;493;875;0
2;2;1733230743695;2070516;3143;6786;0;;2;2;1733305651300;2070516;968;1676;0
2;14;1733230765558;2092379;626;1068;1;;2;14;1733305673162;2092378;657;940;0
2;14;1733230771889;2098710;528;933;0;;2;14;1733305679494;2098710;633;862;0
2;7;1733230798352;2125173;1417;2512;1;;2;7;1733305705956;2125172;702;1387;0
2;4;1733230862296;2189117;1352;2634;0;;2;4;1733305769901;2189117;1152;2094;0
2;10;1733230900400;2227221;1251;2319;0;;2;10;1733305808006;2227222;1109;1855;1
2;3;1733230931527;2258348;2251;4050;0;;2;3;1733305839132;2258348;2041;3523;0
2;8;1733230956350;2283171;1007;1846;0;;2;8;1733305863955;2283171;902;1419;0
2;15;1733231012594;2339415;1294;2500;0;;2;15;1733305920200;2339416;1425;2783;1
2;22;1733231015408;2342229;1636;2610;0;;2;22;1733305923014;2342230;683;1277;1
2;21;1733231026901;2353722;6322;10876;0;;2;21;1733305934506;2353722;2627;4264;0
2;7;1733231052887;2379708;2456;4565;0;;2;7;1733305960492;2379708;1165;1893;0
2;6;1733231053932;2380753;359;4654;1;;2;6;1733305961536;2380752;463;1465;0
2;16;1733231064775;2391596;1166;1857;0;;2;16;1733305972380;2391596;1297;1884;0
2;19;1733231084718;2411539;537;1267;0;;2;19;1733305992323;2411539;679;1010;0
2;9;1733231101962;2428783;6278;9016;0;;2;9;1733306009567;2428783;1463;2376;0
2;10;1733231108291;2435112;1756;5772;1;;2;10;1733306015895;2435111;1096;1849;0
2;23;1733231131479;2458300;576;635;0;;2;23;1733306039084;2458300;482;527;0
2;20;1733231165940;2492761;1435;3256;0;;2;20;1733306073546;2492762;1854;3020;1
2;23;1733231224443;2551264;1024;1105;1;;2;23;1733306132048;2551264;497;567;1
2;8;1733231223811;2550632;1546;3005;0;;2;8;1733306131417;2550633;962;1507;1
2;1;1733231236572;2563393;3238;4270;0;;2;1;1733306144177;2563393;1198;2109;0
2;8;1733231263444;2590265;1865;2694;0;;2;8;1733306171049;2590265;718;1150;0
2;1;1733231282158;2608979;2252;3300;0;;2;1;1733306189763;2608979;1123;1981;0
2;11;1733231311453;2638274;789;1449;0;;2;11;1733306219058;2638274;815;1508;0
2;16;1733231336860;2663681;782;1342;0;;2;16;1733306244465;2663681;1763;2387;0
2;15;1733231337923;2664744;1511;2531;0;;2;15;1733306245591;2664807;1488;3759;63
2;13;1733231386625;2713446;1470;3016;1;;2;13;1733306294229;2713445;1000;1760;0
2;12;1733231430606;2757427;1351;2422;0;;2;12;1733306338211;2757427;1195;1913;0
2;8;1733231437676;2764497;2305;3352;0;;2;8;1733306345281;2764497;886;1387;0
2;16;1733231439358;2766179;1374;4391;0;;2;16;1733306346963;2766179;1536;2149;0
2;19;1733231445820;2772641;854;1345;0;;2;19;1733306353425;2772641;811;1129;0
2;17;1733231482356;2809177;2714;4092;0;;2;17;1733306389961;2809177;1415;2906;0
2;6;1733231532499;2859320;314;507;0;;2;6;1733306440105;2859321;472;622;1
2;5;1733231537466;2864287;3258;6597;0;;2;5;1733306445071;2864287;2200;4116;0
2;20;1733231541799;2868620;3344;7222;0;;2;15;1733306446260;2865476;1489;5444;0
2;15;1733231538655;2865476;1436;12462;0;;2;16;1733306451690;2870906;1273;1928;0
2;16;1733231544086;2870907;1399;9118;1;;2;20;1733306449404;2868620;1540;7173;0
2;18;1733231571664;2898485;2809;4292;0;;2;18;1733306479269;2898485;1692;3080;0
2;23;1733231600318;2927139;985;1037;1;;2;23;1733306507922;2927138;427;469;0
2;11;1733231612550;2939371;1940;2603;1;;2;11;1733306520154;2939370;772;1359;0
2;17;1733231629917;2956738;861;1673;5;;2;17;1733306537517;2956733;1678;3021;0
2;13;1733231661709;2988530;1400;2943;10;;2;13;1733306569304;2988520;983;1732;0
2;20;1733231677003;3003824;2210;4081;0;;2;20;1733306584609;3003825;1590;2674;1
2;11;1733231688881;3015702;1363;2274;1;;2;11;1733306596486;3015702;662;1345;1
2;10;1733231701543;3028364;1630;3564;0;;2;10;1733306609148;3028364;1113;1803;0
2;15;1733231712082;3038903;1770;4381;0;;2;15;1733306619687;3038903;1446;2387;0
2;5;1733231726864;3053685;3683;6832;0;;2;5;1733306634469;3053685;2647;4782;0
2;1;1733231759940;3086761;1700;3154;1;;2;1;1733306667544;3086760;1331;2237;0
2;16;1733231782975;3109796;1173;1695;0;;2;16;1733306690580;3109796;1221;1770;0
2;10;1733231804899;3131720;2535;3723;0;;2;10;1733306712504;3131720;1080;1854;0
2;22;1733231830805;3157626;1099;2538;1;;2;22;1733306738409;3157625;664;1246;0
2;17;1733231833206;3160027;1381;3070;0;;2;5;1733306740289;3159505;2215;4125;0
2;5;1733231832684;3159505;3419;9841;0;;2;17;1733306740811;3160027;2014;7259;0
2;21;1733231846157;3172978;3577;6412;0;;2;21;1733306753763;3172979;2789;4706;1
2;16;1733231847721;3174542;1005;6519;1;;2;16;1733306755325;3174541;1306;5064;0
2;23;1733231888033;3214854;3941;3988;0;;2;23;1733306795639;3214855;406;452;1
2;5;1733231926384;3253205;4658;7524;0;;2;5;1733306833989;3253205;2253;4100;0
2;14;1733231944523;3271344;979;2585;0;;2;14;1733306852128;3271344;767;1010;0
2;10;1733231969306;3296127;1737;3350;0;;2;10;1733306876911;3296127;1161;1872;0
2;20;1733231987481;3314302;2155;3442;0;;2;20;1733306895086;3314302;1507;3008;0
2;22;1733232010792;3337613;1958;2890;0;;2;22;1733306918397;3337613;710;1282;0
2;9;1733232011056;3337877;1488;5868;0;;2;9;1733306918661;3337877;1475;3397;0
2;14;1733232039079;3365900;1041;1558;0;;2;14;1733306946684;3365900;687;919;0
2;8;1733232040542;3367363;1709;3230;0;;2;8;1733306948147;3367363;942;1411;0
2;13;1733232084203;3411024;1258;2364;1;;2;13;1733306991807;3411023;1015;1773;0
2;18;1733232113115;3439936;2476;4501;0;;2;18;1733307020720;3439936;2002;3063;0
2;13;1733232132571;3459392;1394;4355;0;;2;13;1733307040176;3459392;859;1578;0
2;6;1733232146335;3473156;1471;1660;1;;2;6;1733307053940;3473156;492;615;1
2;13;1733232165963;3492784;2009;3375;0;;2;13;1733307073569;3492785;872;1604;1
2;3;1733232210552;3537373;2796;4728;0;;2;3;1733307118158;3537374;2171;3551;1
2;2;1733232239233;3566054;2524;4857;0;;2;2;1733307146838;3566054;943;1639;0
3;16;1733228680662;7494;9069;12621;0;;3;16;1733313350927;7494;6618;7609;0
3;11;1733228696757;23589;1010;1635;0;;3;11;1733313367022;23589;1618;2371;0
3;2;1733228734499;61331;1010;2117;0;;3;2;1733313404764;61331;1472;2510;0
3;6;1733228776374;103206;364;582;0;;3;6;1733313446639;103206;697;925;0
3;9;1733228780361;107193;1720;3124;0;;3;9;1733313450626;107193;2020;3017;0
3;15;1733228785691;112523;942;1659;1;;3;15;1733313455955;112522;1857;3209;0
3;2;1733228841189;168021;2862;4036;0;;3;2;1733313511454;168021;931;1987;0
3;17;1733228855815;182647;852;1690;0;;3;17;1733313526080;182647;2167;3889;0
3;11;1733228863117;189949;905;1541;0;;3;11;1733313533382;189949;916;1445;0
3;23;1733228898668;225500;794;855;0;;3;23;1733313568933;225500;990;1062;0
3;21;1733228943089;269921;2938;5831;0;;3;21;1733313613355;269922;3271;5264;1
3;3;1733228970168;297000;1784;3572;0;;3;3;1733313640433;297000;2083;3501;0
3;17;1733229005095;331927;687;1378;1;;3;17;1733313675359;331926;1489;3006;0
3;21;1733229036636;363468;2948;5470;0;;3;21;1733313706901;363468;2422;4376;0
3;13;1733229080155;406987;1384;2571;0;;3;13;1733313750420;406987;1046;1850;0
3;12;1733229106360;433192;3863;7424;0;;3;12;1733313776625;433192;1267;2034;0
3;5;1733229141936;468768;2980;6540;0;;3;5;1733313812201;468768;3119;5049;0
3;21;1733229191988;518820;5430;8612;0;;3;21;1733313862254;518821;2216;4168;1
3;6;1733229225228;552060;328;663;0;;3;6;1733313895494;552061;507;666;1
3;19;1733229282310;609142;362;664;0;;3;19;1733313952576;609143;966;1298;1
3;13;1733229288817;615649;1370;2518;0;;3;13;1733313959083;615650;1045;1859;1
3;20;1733229354748;681580;1240;2253;0;;3;20;1733314025013;681580;1711;2981;0
3;7;1733229384504;711336;1209;2548;0;;3;7;1733314054769;711336;1137;1883;0
3;11;1733229406808;733640;1016;1676;0;;3;11;1733314077073;733640;913;1474;0
3;9;1733229424425;751257;1532;2663;1;;3;9;1733314094689;751256;1428;2442;0
3;12;1733229441814;768646;1535;5202;0;;3;12;1733314112079;768646;1298;2076;0
3;16;1733229472869;799701;3607;5856;0;;3;16;1733314143134;799701;1913;2531;0
3;13;1733229501551;828383;1815;2956;0;;3;13;1733314171816;828383;1023;1829;0
3;23;1733229550155;876987;1874;1928;0;;3;23;1733314220420;876987;478;531;0
3;20;1733229599847;926679;1490;2527;0;;3;20;1733314270112;926679;1678;3293;0
3;9;1733229615924;942756;2933;4995;0;;3;9;1733314286189;942756;1524;2473;0
3;10;1733229655052;981884;2258;4448;1;;3;10;1733314325317;981884;1204;1963;1
3;21;1733229710449;1037281;3066;6074;0;;3;21;1733314380714;1037281;3124;4876;0
3;22;1733229718223;1045055;1045;2436;1;;3;22;1733314388487;1045054;810;1390;0
3;12;1733229721937;1048769;1257;2288;0;;3;12;1733314392202;1048769;1274;1978;0
3;5;1733229761076;1087908;2911;5675;0;;3;5;1733314431342;1087909;2412;4631;1
3;17;1733229784373;1111205;1343;2309;0;;3;17;1733314454638;1111205;1664;3421;0
3;6;1733229791950;1118782;288;472;0;;3;6;1733314462215;1118782;443;617;0
3;13;1733229822925;1149757;2877;4954;0;;3;13;1733314493190;1149757;1052;1825;0
3;12;1733229829612;1156444;1144;2314;0;;3;12;1733314499877;1156444;1182;1876;0
3;2;1733229892418;1219250;1481;2427;0;;3;2;1733314562684;1219251;1081;1873;1
3;14;1733229931053;1257885;520;927;1;;3;14;1733314601317;1257884;648;933;0
3;2;1733229934345;1261177;834;1641;0;;3;2;1733314604610;1261177;696;1400;0
3;12;1733229978505;1305337;1277;2312;0;;3;12;1733314648770;1305337;705;1436;0
3;21;1733230010574;1337406;3869;7708;9;;3;21;1733314680830;1337397;3087;5303;0
3;4;1733230070665;1397497;1463;2720;0;;3;4;1733314740930;1397497;1167;2126;0
3;3;1733230092028;1418860;2127;4396;0;;3;3;1733314762293;1418860;1694;3243;0
3;9;1733230118059;1444891;1694;3013;1;;3;9;1733314788324;1444891;1490;2458;1
3;4;1733230152269;1479101;1419;2686;0;;3;4;1733314822534;1479101;1050;1957;0
3;20;1733230208260;1535092;1425;2468;1;;3;20;1733314878525;1535092;1617;3123;1
3;1;1733230222370;1549202;777;1274;1;;3;1;1733314892635;1549202;1225;2187;1
3;10;1733230277114;1603946;1160;2299;0;;3;10;1733314947379;1603946;1137;1851;0
3;1;1733230301326;1628158;788;1315;0;;3;1;1733314971591;1628158;1160;2053;0
3;13;1733230330695;1657527;1247;2389;1;;3;13;1733315000959;1657526;1010;1819;0
3;3;1733230366308;1693140;1667;3391;0;;3;3;1733315036573;1693140;1497;3167;0
3;9;1733230401908;1728740;1678;2973;0;;3;9;1733315072173;1728740;1453;2416;0
3;6;1733230469928;1796760;139;326;0;;3;6;1733315140194;1796761;458;602;1
3;11;1733230476953;1803785;786;1365;0;;3;11;1733315147219;1803786;778;1356;1
3;14;1733230507161;1833993;537;929;0;;3;14;1733315177427;1833994;718;1000;1
3;4;1733230515419;1842251;1890;4327;0;;3;4;1733315185684;1842251;1182;2116;0
3;9;1733230552152;1878984;2801;4007;0;;3;9;1733315222417;1878984;1059;1977;0
3;6;1733230610425;1937257;278;481;0;;3;6;1733315280690;1937257;444;584;0
3;13;1733230619525;1946357;1312;2403;0;;3;13;1733315289790;1946357;1041;1810;0
3;6;1733230646997;1973829;278;569;0;;3;6;1733315317262;1973829;496;636;0
3;15;1733230670560;1997392;921;1663;0;;3;15;1733315340825;1997392;1514;2861;0
3;1;1733230710807;2037639;906;1633;0;;3;1;1733315381072;2037639;1272;2207;0
3;4;1733230737984;2064816;1402;2742;0;;3;4;1733315408249;2064816;1128;2080;0
3;14;1733230777985;2104817;560;958;0;;3;14;1733315448250;2104817;617;869;0
3;5;1733230822224;2149056;2896;5687;0;;3;5;1733315492490;2149057;2231;4080;1
3;5;1733230845322;2172154;2722;5411;0;;3;5;1733315515588;2172155;2121;3958;1
3;5;1733230885873;2212705;3005;6661;0;;3;5;1733315556139;2212706;2127;4043;1
3;12;1733230912751;2239583;1313;2575;0;;3;12;1733315583016;2239583;1278;2051;0
3;8;1733230968501;2295333;781;2284;0;;3;8;1733315638766;2295333;947;1576;0
3;2;1733230992684;2319516;1120;2612;0;;3;2;1733315662949;2319516;900;1593;0
3;14;1733231046648;2373480;1264;1679;0;;3;14;1733315716913;2373480;671;940;0
3;16;1733231056125;2382957;2478;4489;1;;3;16;1733315726389;2382956;1275;1902;0
3;3;1733231114988;2441820;2560;4363;0;;3;3;1733315785253;2441820;2040;3424;0
3;2;1733231141859;2468691;2535;4061;0;;3;2;1733315812124;2468691;1073;1732;0
3;5;1733231159718;2486550;2917;5842;0;;3;5;1733315829984;2486551;2285;4206;1
3;23;1733231204059;2530891;564;611;0;;3;23;1733315874324;2530891;436;475;0
3;18;1733231233624;2560456;2384;6131;1;;3;18;1733315903889;2560456;1780;3097;1
3;18;1733231293123;2619955;3043;5065;0;;3;18;1733315963389;2619956;886;1781;1
3;2;1733231336930;2663762;976;1789;0;;3;2;1733316007195;2663762;1100;1791;0
3;10;1733231365541;2692373;1485;2990;0;;3;10;1733316035806;2692373;1099;1851;0
3;22;1733231374523;2701355;5177;6442;0;;3;22;1733316044788;2701355;689;1295;0
3;5;1733231393709;2720541;3039;5869;0;;3;5;1733316063974;2720541;2183;4012;0
3;9;1733231439400;2766232;2382;3984;0;;3;9;1733316109665;2766232;1551;2485;0
3;23;1733231457207;2784039;1045;1096;0;;3;23;1733316127472;2784039;416;459;0
3;9;1733231512516;2839348;2625;4986;1;;3;9;1733316182780;2839347;1313;2204;0
3;2;1733231552746;2879578;1062;2632;0;;3;2;1733316223011;2879578;1024;1749;0
3;11;1733231557896;2884728;1139;1861;0;;3;11;1733316228162;2884729;772;1412;1
3;21;1733231585537;2912369;3705;6247;0;;3;21;1733316255803;2912370;2638;4336;1
3;5;1733231593007;2919839;3000;6194;1;;3;5;1733316263272;2919839;2592;4508;1
3;9;1733231654537;2981369;2039;3986;0;;3;9;1733316324802;2981369;1471;2380;0
3;12;1733231686380;3013212;1535;3560;0;;3;12;1733316356645;3013212;1128;1851;0
3;19;1733231707254;3034086;1119;2010;0;;3;19;1733316377519;3034086;540;861;0
3;20;1733231754086;3080918;2324;3950;0;;3;20;1733316424351;3080918;1577;2699;0
3;3;1733231771428;3098260;1691;3343;0;;3;3;1733316441693;3098260;2013;3389;0
3;10;1733231810373;3137205;2183;3330;0;;3;10;1733316480638;3137205;1125;1875;0
3;1;1733231855831;3182663;1191;1848;0;;3;1;1733316526096;3182663;1276;2244;0
3;9;1733231899816;3226648;6924;8946;0;;3;9;1733316570082;3226649;1431;2412;1
3;3;1733231916641;3243473;2182;4379;0;;3;3;1733316586906;3243473;1958;3248;0
